STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
GHM00065432,"WENCHI, GH",2010-12-19,,84,,
GHM00065432,"WENCHI, GH",2010-12-20,,80,,
GHM00065432,"WENCHI, GH",2010-12-21,,79,90,
GHM00065432,"WENCHI, GH",2010-12-23,,80,,
GHM00065432,"WENCHI, GH",2010-12-26,,78,,
GHM00065432,"WENCHI, GH",2010-12-28,,78,89,
GHM00065432,"WENCHI, GH",2010-12-29,,80,,
GHM00065432,"WENCHI, GH",2010-12-30,0.03,79,,
GHM00065432,"WENCHI, GH",2010-12-31,0,77,,
GHM00065432,"WENCHI, GH",2011-01-02,,78,89,
GHM00065432,"WENCHI, GH",2011-01-03,,79,,
GHM00065432,"WENCHI, GH",2011-01-05,,79,90,
GHM00065432,"WENCHI, GH",2011-01-07,,78,90,
GHM00065432,"WENCHI, GH",2011-01-08,,80,90,
GHM00065432,"WENCHI, GH",2011-01-09,,78,,
GHM00065432,"WENCHI, GH",2011-01-10,,78,,
GHM00065432,"WENCHI, GH",2011-01-11,,80,89,
GHM00065432,"WENCHI, GH",2011-01-12,,76,88,
GHM00065432,"WENCHI, GH",2011-01-13,,77,,
GHM00065432,"WENCHI, GH",2011-01-14,,77,,
GHM00065432,"WENCHI, GH",2011-01-15,,79,,
GHM00065432,"WENCHI, GH",2011-01-16,,82,,
GHM00065432,"WENCHI, GH",2011-01-17,,77,89,
GHM00065432,"WENCHI, GH",2011-01-18,,78,,
GHM00065432,"WENCHI, GH",2011-01-19,,77,,
GHM00065432,"WENCHI, GH",2011-01-20,,81,93,
GHM00065432,"WENCHI, GH",2011-01-31,,83,92,
GHM00065432,"WENCHI, GH",2011-02-01,,78,,
GHM00065432,"WENCHI, GH",2011-02-07,,85,,
GHM00065432,"WENCHI, GH",2011-02-26,0.75,77,85,
GHM00065432,"WENCHI, GH",2011-02-27,0,83,90,
GHM00065432,"WENCHI, GH",2011-02-28,,84,91,
GHM00065432,"WENCHI, GH",2011-03-01,,86,94,
GHM00065432,"WENCHI, GH",2011-03-02,,87,,
GHM00065432,"WENCHI, GH",2011-03-03,,80,89,
GHM00065432,"WENCHI, GH",2011-03-04,0.31,80,90,
GHM00065432,"WENCHI, GH",2011-03-22,,84,91,
GHM00065432,"WENCHI, GH",2011-03-24,,82,94,
GHM00065432,"WENCHI, GH",2011-03-25,,78,,
GHM00065432,"WENCHI, GH",2011-04-01,,85,95,
GHM00065432,"WENCHI, GH",2011-04-04,,82,,
GHM00065432,"WENCHI, GH",2011-04-06,,89,,
GHM00065432,"WENCHI, GH",2011-04-13,,80,,
GHM00065432,"WENCHI, GH",2011-04-14,0.28,83,94,
GHM00065432,"WENCHI, GH",2011-04-17,0.01,80,,
GHM00065432,"WENCHI, GH",2011-04-18,0,82,,
GHM00065432,"WENCHI, GH",2011-04-21,,89,,
GHM00065432,"WENCHI, GH",2011-04-22,,81,,
GHM00065432,"WENCHI, GH",2011-04-23,,85,95,
GHM00065432,"WENCHI, GH",2011-04-24,0.16,76,,
GHM00065432,"WENCHI, GH",2011-05-16,,86,93,
GHM00065432,"WENCHI, GH",2011-05-17,,86,97,
GHM00065432,"WENCHI, GH",2011-05-18,0.47,80,,
GHM00065432,"WENCHI, GH",2011-05-19,0,83,90,
GHM00065432,"WENCHI, GH",2011-05-20,,83,90,
GHM00065432,"WENCHI, GH",2011-05-22,,81,89,
GHM00065432,"WENCHI, GH",2011-05-23,,78,,
GHM00065432,"WENCHI, GH",2011-05-24,,84,,
GHM00065432,"WENCHI, GH",2011-05-25,,83,93,
GHM00065432,"WENCHI, GH",2011-05-28,,77,,
GHM00065432,"WENCHI, GH",2011-05-30,,79,,
GHM00065432,"WENCHI, GH",2011-06-01,0.55,80,,72
GHM00065432,"WENCHI, GH",2011-06-02,0,82,,
GHM00065432,"WENCHI, GH",2011-06-04,0.08,82,89,
GHM00065432,"WENCHI, GH",2011-06-06,,80,88,
GHM00065432,"WENCHI, GH",2011-06-07,,81,,
GHM00065432,"WENCHI, GH",2011-06-08,,74,,
GHM00065432,"WENCHI, GH",2011-06-09,,80,84,
GHM00065432,"WENCHI, GH",2011-06-10,,76,81,
GHM00065432,"WENCHI, GH",2011-06-11,,82,89,
GHM00065432,"WENCHI, GH",2011-06-12,,78,89,
GHM00065432,"WENCHI, GH",2011-06-13,,82,89,
GHM00065432,"WENCHI, GH",2011-06-16,,78,85,
GHM00065432,"WENCHI, GH",2011-06-17,0.08,80,88,
GHM00065432,"WENCHI, GH",2011-06-20,0.12,82,89,
GHM00065432,"WENCHI, GH",2011-06-21,0,78,,
GHM00065432,"WENCHI, GH",2011-06-25,,82,87,
GHM00065432,"WENCHI, GH",2011-06-26,,79,,
GHM00065432,"WENCHI, GH",2011-06-29,,79,,
GHM00065432,"WENCHI, GH",2011-06-30,,78,84,
GHM00065432,"WENCHI, GH",2011-07-01,,78,83,
GHM00065432,"WENCHI, GH",2011-07-06,,78,84,
GHM00065432,"WENCHI, GH",2011-07-07,,82,87,
GHM00065432,"WENCHI, GH",2011-07-09,,78,85,
GHM00065432,"WENCHI, GH",2011-07-10,,78,82,
GHM00065432,"WENCHI, GH",2011-07-11,,76,81,
GHM00065432,"WENCHI, GH",2011-07-12,,76,,
GHM00065432,"WENCHI, GH",2011-07-14,,78,,
GHM00065432,"WENCHI, GH",2011-07-15,,78,83,
GHM00065432,"WENCHI, GH",2011-07-16,0.59,78,86,
GHM00065432,"WENCHI, GH",2011-07-17,0,80,88,70
GHM00065432,"WENCHI, GH",2011-07-18,0.31,72,,
GHM00065432,"WENCHI, GH",2011-07-24,,78,81,
GHM00065432,"WENCHI, GH",2011-07-27,,74,,
GHM00065432,"WENCHI, GH",2011-08-03,,74,78,
GHM00065432,"WENCHI, GH",2011-08-07,,75,,
GHM00065432,"WENCHI, GH",2011-08-08,,75,,
GHM00065432,"WENCHI, GH",2011-08-09,,77,,
GHM00065432,"WENCHI, GH",2011-08-10,,77,83,
GHM00065432,"WENCHI, GH",2011-08-12,,76,79,
GHM00065432,"WENCHI, GH",2011-08-13,,75,83,
GHM00065432,"WENCHI, GH",2011-08-15,,77,82,
GHM00065432,"WENCHI, GH",2011-08-18,,79,85,
GHM00065432,"WENCHI, GH",2011-08-19,,75,79,
GHM00065432,"WENCHI, GH",2011-08-20,,76,,
GHM00065432,"WENCHI, GH",2011-08-23,0,76,,
GHM00065432,"WENCHI, GH",2011-08-24,,80,87,
GHM00065432,"WENCHI, GH",2011-08-25,0.04,76,,
GHM00065432,"WENCHI, GH",2011-08-26,0,74,,
GHM00065432,"WENCHI, GH",2011-08-29,0.35,77,,
GHM00065432,"WENCHI, GH",2011-08-30,0,79,,
GHM00065432,"WENCHI, GH",2011-08-31,0.67,74,,
GHM00065432,"WENCHI, GH",2011-09-02,,80,86,
GHM00065432,"WENCHI, GH",2011-09-04,,77,,
GHM00065432,"WENCHI, GH",2011-09-05,,76,,
GHM00065432,"WENCHI, GH",2011-09-06,,79,88,
GHM00065432,"WENCHI, GH",2011-09-07,,79,85,
GHM00065432,"WENCHI, GH",2011-09-08,,76,85,
GHM00065432,"WENCHI, GH",2011-09-09,,80,,
GHM00065432,"WENCHI, GH",2011-09-10,,76,,
GHM00065432,"WENCHI, GH",2011-09-11,0.02,76,81,
GHM00065432,"WENCHI, GH",2011-09-12,0,76,79,
GHM00065432,"WENCHI, GH",2011-09-14,0.08,76,,
GHM00065432,"WENCHI, GH",2011-09-15,0.12,76,,
GHM00065432,"WENCHI, GH",2011-09-16,0,78,83,
GHM00065432,"WENCHI, GH",2011-09-17,,77,82,
GHM00065432,"WENCHI, GH",2011-09-18,,80,,
GHM00065432,"WENCHI, GH",2011-09-19,,78,,
GHM00065432,"WENCHI, GH",2011-09-28,,77,86,
GHM00065432,"WENCHI, GH",2011-09-29,,78,85,
GHM00065432,"WENCHI, GH",2011-09-30,,78,87,
GHM00065432,"WENCHI, GH",2011-10-02,,80,85,
GHM00065432,"WENCHI, GH",2011-10-06,0.28,77,,
GHM00065432,"WENCHI, GH",2011-10-08,,80,84,
GHM00065432,"WENCHI, GH",2011-10-09,,77,85,
GHM00065432,"WENCHI, GH",2011-10-10,,76,85,
GHM00065432,"WENCHI, GH",2011-10-12,,76,,
GHM00065432,"WENCHI, GH",2011-10-13,,75,79,
GHM00065432,"WENCHI, GH",2011-10-14,,77,,
GHM00065432,"WENCHI, GH",2011-10-15,,79,87,
GHM00065432,"WENCHI, GH",2011-10-17,,81,88,
GHM00065432,"WENCHI, GH",2011-10-18,,86,90,
GHM00065432,"WENCHI, GH",2011-10-19,0.28,77,,
GHM00065432,"WENCHI, GH",2011-10-20,0,78,,
GHM00065432,"WENCHI, GH",2011-10-22,,80,87,
GHM00065432,"WENCHI, GH",2011-10-23,,81,88,
GHM00065432,"WENCHI, GH",2011-10-24,,83,,
GHM00065432,"WENCHI, GH",2011-10-25,,77,89,
GHM00065432,"WENCHI, GH",2011-10-26,0.59,74,,
GHM00065432,"WENCHI, GH",2011-10-27,0,79,,
GHM00065432,"WENCHI, GH",2011-10-28,,82,,
GHM00065432,"WENCHI, GH",2011-10-30,,85,90,
GHM00065432,"WENCHI, GH",2011-10-31,,80,91,
GHM00065432,"WENCHI, GH",2011-11-03,,80,89,
GHM00065432,"WENCHI, GH",2011-11-04,,80,90,
GHM00065432,"WENCHI, GH",2011-11-05,,73,,
GHM00065432,"WENCHI, GH",2011-11-07,,85,90,
GHM00065432,"WENCHI, GH",2011-11-08,,80,90,
GHM00065432,"WENCHI, GH",2011-11-09,,80,,
GHM00065432,"WENCHI, GH",2011-11-10,,79,,
GHM00065432,"WENCHI, GH",2011-11-11,,79,,
GHM00065432,"WENCHI, GH",2011-11-14,,78,,
GHM00065432,"WENCHI, GH",2011-11-15,,76,,
GHM00065432,"WENCHI, GH",2011-11-16,,82,89,
GHM00065432,"WENCHI, GH",2011-11-17,,80,89,
GHM00065432,"WENCHI, GH",2011-11-18,,78,90,
GHM00065432,"WENCHI, GH",2011-11-19,,84,90,
GHM00065432,"WENCHI, GH",2011-11-21,,80,92,
GHM00065432,"WENCHI, GH",2011-11-23,,80,91,
GHM00065432,"WENCHI, GH",2011-11-24,,81,90,
GHM00065432,"WENCHI, GH",2011-12-01,,82,91,
GHM00065432,"WENCHI, GH",2011-12-02,,81,90,
GHM00065432,"WENCHI, GH",2011-12-03,,76,89,
GHM00065432,"WENCHI, GH",2011-12-04,,81,90,
GHM00065432,"WENCHI, GH",2011-12-05,,79,,
GHM00065432,"WENCHI, GH",2011-12-06,,79,90,69
GHM00065432,"WENCHI, GH",2011-12-07,,82,90,
GHM00065432,"WENCHI, GH",2011-12-09,,80,91,
GHM00065432,"WENCHI, GH",2011-12-10,,77,90,
GHM00065432,"WENCHI, GH",2011-12-12,,82,89,
GHM00065432,"WENCHI, GH",2011-12-13,,80,90,
GHM00065432,"WENCHI, GH",2011-12-14,,80,91,
GHM00065432,"WENCHI, GH",2011-12-15,,75,,
GHM00065432,"WENCHI, GH",2011-12-16,,78,91,
GHM00065432,"WENCHI, GH",2011-12-18,,83,89,
GHM00065432,"WENCHI, GH",2011-12-19,,78,,
GHM00065432,"WENCHI, GH",2011-12-20,,78,,
GHM00065432,"WENCHI, GH",2011-12-28,,81,92,
GHM00065432,"WENCHI, GH",2011-12-29,,82,90,
GHM00065432,"WENCHI, GH",2011-12-31,,76,,
GHM00065432,"WENCHI, GH",2012-01-01,,83,94,
GHM00065432,"WENCHI, GH",2012-01-02,,83,,
GHM00065432,"WENCHI, GH",2012-01-03,,81,91,
GHM00065432,"WENCHI, GH",2012-01-04,,78,,
GHM00065432,"WENCHI, GH",2012-01-06,,83,91,
GHM00065432,"WENCHI, GH",2012-01-07,,80,93,
GHM00065432,"WENCHI, GH",2012-01-08,,82,94,
GHM00065432,"WENCHI, GH",2012-01-09,,80,,
GHM00065432,"WENCHI, GH",2012-01-10,,87,93,
GHM00065432,"WENCHI, GH",2012-01-11,,82,94,
GHM00065432,"WENCHI, GH",2012-01-12,,83,94,
GHM00065432,"WENCHI, GH",2012-01-13,,79,,
GHM00065432,"WENCHI, GH",2012-01-15,,78,89,
GHM00065432,"WENCHI, GH",2012-01-16,,80,90,
GHM00065432,"WENCHI, GH",2012-01-17,,77,,
GHM00065432,"WENCHI, GH",2012-01-18,,81,93,
GHM00065432,"WENCHI, GH",2012-01-19,,79,,
GHM00065432,"WENCHI, GH",2012-01-20,,83,94,
GHM00065432,"WENCHI, GH",2012-01-21,,81,87,
GHM00065432,"WENCHI, GH",2012-01-22,,80,88,
GHM00065432,"WENCHI, GH",2012-01-24,,81,,
GHM00065432,"WENCHI, GH",2012-01-25,,83,92,
GHM00065432,"WENCHI, GH",2012-01-26,,83,95,
GHM00065432,"WENCHI, GH",2012-01-27,,84,93,
GHM00065432,"WENCHI, GH",2012-01-28,,80,,
GHM00065432,"WENCHI, GH",2012-01-29,,77,,
GHM00065432,"WENCHI, GH",2012-01-30,,87,94,
GHM00065432,"WENCHI, GH",2012-01-31,,86,,
GHM00065432,"WENCHI, GH",2012-02-01,,82,,
GHM00065432,"WENCHI, GH",2012-02-02,,85,95,
GHM00065432,"WENCHI, GH",2012-02-03,,86,95,
GHM00065432,"WENCHI, GH",2012-02-05,,87,93,
GHM00065432,"WENCHI, GH",2012-02-06,,84,,
GHM00065432,"WENCHI, GH",2012-02-07,,77,88,
GHM00065432,"WENCHI, GH",2012-02-08,,79,,
GHM00065432,"WENCHI, GH",2012-02-09,,81,93,
GHM00065432,"WENCHI, GH",2012-02-10,,84,95,
GHM00065432,"WENCHI, GH",2012-02-11,,84,95,
GHM00065432,"WENCHI, GH",2012-02-12,,83,,
GHM00065432,"WENCHI, GH",2012-02-13,,85,95,
GHM00065432,"WENCHI, GH",2012-02-14,,83,95,
GHM00065432,"WENCHI, GH",2012-02-15,,91,96,
GHM00065432,"WENCHI, GH",2012-02-16,,85,96,
GHM00065432,"WENCHI, GH",2012-02-17,,86,95,
GHM00065432,"WENCHI, GH",2012-02-20,,84,94,
GHM00065432,"WENCHI, GH",2012-02-21,,78,87,
GHM00065432,"WENCHI, GH",2012-02-22,,81,,
GHM00065432,"WENCHI, GH",2012-02-23,,81,91,
GHM00065432,"WENCHI, GH",2012-02-24,0.31,83,93,
GHM00065432,"WENCHI, GH",2012-02-25,0,83,,
GHM00065432,"WENCHI, GH",2012-03-04,,80,,
GHM00065432,"WENCHI, GH",2012-03-05,,82,91,
GHM00065432,"WENCHI, GH",2012-03-07,0.31,80,92,
GHM00065432,"WENCHI, GH",2012-03-08,0.03,81,,
GHM00065432,"WENCHI, GH",2012-03-10,0.16,81,,
GHM00065432,"WENCHI, GH",2012-03-12,0,79,93,
GHM00065432,"WENCHI, GH",2012-03-13,,77,,
GHM00065432,"WENCHI, GH",2012-03-14,,86,99,
GHM00065432,"WENCHI, GH",2012-03-15,,89,,
GHM00065432,"WENCHI, GH",2012-03-16,,83,,
GHM00065432,"WENCHI, GH",2012-03-17,,86,97,
GHM00065432,"WENCHI, GH",2012-03-18,,88,,
GHM00065432,"WENCHI, GH",2012-03-19,,87,96,
GHM00065432,"WENCHI, GH",2012-03-20,,86,96,
GHM00065432,"WENCHI, GH",2012-03-21,,88,97,
GHM00065432,"WENCHI, GH",2012-03-22,,88,98,78
GHM00065432,"WENCHI, GH",2012-03-23,,88,,77
GHM00065432,"WENCHI, GH",2012-03-24,,81,,
GHM00065432,"WENCHI, GH",2012-03-26,,88,,
GHM00065432,"WENCHI, GH",2012-03-27,,84,92,
GHM00065432,"WENCHI, GH",2012-03-28,,85,95,74
GHM00065432,"WENCHI, GH",2012-03-29,,84,95,74
GHM00065432,"WENCHI, GH",2012-03-30,,87,97,
GHM00065432,"WENCHI, GH",2012-03-31,,88,95,74
GHM00065432,"WENCHI, GH",2012-04-01,,86,95,75
GHM00065432,"WENCHI, GH",2012-04-03,0.43,78,94,68
GHM00065432,"WENCHI, GH",2012-04-04,0,84,89,
GHM00065432,"WENCHI, GH",2012-04-05,,81,,73
GHM00065432,"WENCHI, GH",2012-04-07,,83,91,75
GHM00065432,"WENCHI, GH",2012-04-08,,88,,
GHM00065432,"WENCHI, GH",2012-04-09,0.51,76,82,72
GHM00065432,"WENCHI, GH",2012-04-10,0,85,92,71
GHM00065432,"WENCHI, GH",2012-04-11,,83,,75
GHM00065432,"WENCHI, GH",2012-04-12,,84,,75
GHM00065432,"WENCHI, GH",2012-04-13,0.04,79,87,72
GHM00065432,"WENCHI, GH",2012-04-14,0,85,92,
GHM00065432,"WENCHI, GH",2012-04-15,,85,91,
GHM00065432,"WENCHI, GH",2012-04-16,,81,89,75
GHM00065432,"WENCHI, GH",2012-04-17,,83,91,73
GHM00065432,"WENCHI, GH",2012-04-19,,81,,
GHM00065432,"WENCHI, GH",2012-04-20,,84,93,
GHM00065432,"WENCHI, GH",2012-04-21,,83,95,74
GHM00065432,"WENCHI, GH",2012-04-22,,84,94,73
GHM00065432,"WENCHI, GH",2012-04-23,,87,91,
GHM00065432,"WENCHI, GH",2012-04-24,,85,,
GHM00065432,"WENCHI, GH",2012-04-25,0.75,78,,72
GHM00065432,"WENCHI, GH",2012-04-26,0.75,83,89,71
GHM00065432,"WENCHI, GH",2012-04-27,0,84,95,
GHM00065432,"WENCHI, GH",2012-04-28,,85,90,
GHM00065432,"WENCHI, GH",2012-04-29,,81,92,74
GHM00065432,"WENCHI, GH",2012-04-30,,83,,75
GHM00065432,"WENCHI, GH",2012-05-01,,81,,73
GHM00065432,"WENCHI, GH",2012-05-02,,84,89,73
GHM00065432,"WENCHI, GH",2012-05-04,0.39,76,85,69
GHM00065432,"WENCHI, GH",2012-05-05,0,82,92,71
GHM00065432,"WENCHI, GH",2012-05-06,0.16,83,92,71
GHM00065432,"WENCHI, GH",2012-05-07,0,80,91,
GHM00065432,"WENCHI, GH",2012-05-08,0.83,82,92,69
GHM00065432,"WENCHI, GH",2012-05-09,0,77,,
GHM00065432,"WENCHI, GH",2012-05-10,,78,,71
GHM00065432,"WENCHI, GH",2012-05-12,,82,90,69
GHM00065432,"WENCHI, GH",2012-05-14,0.83,75,79,71
GHM00065432,"WENCHI, GH",2012-05-15,0.08,78,87,72
GHM00065432,"WENCHI, GH",2012-05-16,0.28,78,,72
GHM00065432,"WENCHI, GH",2012-05-17,0,84,89,
GHM00065432,"WENCHI, GH",2012-05-18,,81,89,74
GHM00065432,"WENCHI, GH",2012-05-19,,74,78,
GHM00065432,"WENCHI, GH",2012-05-20,,80,89,
GHM00065432,"WENCHI, GH",2012-05-22,,83,89,
GHM00065432,"WENCHI, GH",2012-05-23,,84,92,
GHM00065432,"WENCHI, GH",2012-05-24,,82,86,
GHM00065432,"WENCHI, GH",2012-05-26,,76,,70
GHM00065432,"WENCHI, GH",2012-05-27,,81,,72
GHM00065432,"WENCHI, GH",2012-05-28,,82,,72
GHM00065432,"WENCHI, GH",2012-06-11,,82,89,75
GHM00065432,"WENCHI, GH",2012-06-12,,78,89,73
GHM00065432,"WENCHI, GH",2012-06-13,0.28,77,83,72
GHM00065432,"WENCHI, GH",2012-06-14,0,81,89,
GHM00065432,"WENCHI, GH",2012-06-15,0.04,77,,75
GHM00065432,"WENCHI, GH",2012-06-16,0.12,78,86,70
GHM00065432,"WENCHI, GH",2012-06-17,0,76,,72
GHM00065432,"WENCHI, GH",2012-06-22,,80,85,
GHM00065432,"WENCHI, GH",2012-06-23,,80,85,
GHM00065432,"WENCHI, GH",2012-06-24,,73,79,
GHM00065432,"WENCHI, GH",2012-06-25,,72,,67
GHM00065432,"WENCHI, GH",2012-06-26,,77,83,71
GHM00065432,"WENCHI, GH",2012-06-28,,74,77,71
GHM00065432,"WENCHI, GH",2012-06-29,,76,83,69
GHM00065432,"WENCHI, GH",2012-06-30,,76,81,71
GHM00065432,"WENCHI, GH",2012-07-01,,77,,71
GHM00065432,"WENCHI, GH",2012-07-02,,77,,72
GHM00065432,"WENCHI, GH",2012-07-03,,78,,
GHM00065432,"WENCHI, GH",2012-07-04,0.24,77,84,71
GHM00065432,"WENCHI, GH",2012-07-05,0,77,84,71
GHM00065432,"WENCHI, GH",2012-07-06,0.04,75,,71
GHM00065432,"WENCHI, GH",2012-07-09,0,79,83,
GHM00065432,"WENCHI, GH",2012-07-10,0,78,,72
GHM00065432,"WENCHI, GH",2012-07-11,,77,82,
GHM00065432,"WENCHI, GH",2012-07-12,,75,,70
GHM00065432,"WENCHI, GH",2012-07-13,,78,87,72
GHM00065432,"WENCHI, GH",2012-07-14,,78,,
GHM00065432,"WENCHI, GH",2012-07-15,0.59,73,77,67
GHM00065432,"WENCHI, GH",2012-07-16,0,75,82,69
GHM00065432,"WENCHI, GH",2012-07-17,,76,87,69
GHM00065432,"WENCHI, GH",2012-07-18,,75,81,69
GHM00065432,"WENCHI, GH",2012-07-24,,73,77,70
GHM00065432,"WENCHI, GH",2012-07-26,0,76,83,69
GHM00065432,"WENCHI, GH",2012-07-27,,77,83,72
GHM00065432,"WENCHI, GH",2012-08-08,,76,,
GHM00065432,"WENCHI, GH",2012-08-09,,76,81,
GHM00065432,"WENCHI, GH",2012-08-10,,75,,69
GHM00065432,"WENCHI, GH",2012-08-11,0,75,82,70
GHM00065432,"WENCHI, GH",2012-08-12,,75,,
GHM00065432,"WENCHI, GH",2012-08-13,,76,80,
GHM00065432,"WENCHI, GH",2012-08-14,,75,81,69
GHM00065432,"WENCHI, GH",2012-08-15,,72,,69
GHM00065432,"WENCHI, GH",2012-08-16,,76,,
GHM00065432,"WENCHI, GH",2012-08-17,,79,86,
GHM00065432,"WENCHI, GH",2012-08-18,,77,84,70
GHM00065432,"WENCHI, GH",2012-08-19,0,76,,71
GHM00065432,"WENCHI, GH",2012-08-20,,77,84,71
GHM00065432,"WENCHI, GH",2012-08-21,,75,81,70
GHM00065432,"WENCHI, GH",2012-08-22,0,76,81,68
GHM00065432,"WENCHI, GH",2012-08-23,0.12,78,83,70
GHM00065432,"WENCHI, GH",2012-08-24,0,79,85,
GHM00065432,"WENCHI, GH",2012-08-25,,76,83,71
GHM00065432,"WENCHI, GH",2012-08-26,,76,,71
GHM00065432,"WENCHI, GH",2012-08-27,,74,,70
GHM00065432,"WENCHI, GH",2012-08-28,,79,87,70
GHM00065432,"WENCHI, GH",2012-08-29,,80,85,
GHM00065432,"WENCHI, GH",2012-08-30,,79,89,72
GHM00065432,"WENCHI, GH",2012-08-31,,77,,69
GHM00065432,"WENCHI, GH",2012-09-01,,77,85,70
GHM00065432,"WENCHI, GH",2012-09-02,,76,79,
GHM00065432,"WENCHI, GH",2012-09-04,0.08,74,,71
GHM00065432,"WENCHI, GH",2012-09-05,0,78,84,72
GHM00065432,"WENCHI, GH",2012-09-06,,78,86,71
GHM00065432,"WENCHI, GH",2012-09-07,,76,,72
GHM00065432,"WENCHI, GH",2012-09-08,0.71,77,,71
GHM00065432,"WENCHI, GH",2012-09-09,0.08,77,,72
GHM00065432,"WENCHI, GH",2012-09-11,,75,,72
GHM00065432,"WENCHI, GH",2012-09-12,0.08,76,84,71
GHM00065432,"WENCHI, GH",2012-09-13,0,78,88,72
GHM00065432,"WENCHI, GH",2012-09-14,,76,84,71
GHM00065432,"WENCHI, GH",2012-09-15,,79,,71
GHM00065432,"WENCHI, GH",2012-09-16,,80,87,
GHM00065432,"WENCHI, GH",2012-09-17,,77,82,72
GHM00065432,"WENCHI, GH",2012-09-18,,77,83,
GHM00065432,"WENCHI, GH",2012-09-20,0.43,75,,70
GHM00065432,"WENCHI, GH",2012-09-21,0.47,77,83,72
GHM00065432,"WENCHI, GH",2012-09-22,0,78,83,72
GHM00065432,"WENCHI, GH",2012-09-23,1.22,76,,69
GHM00065432,"WENCHI, GH",2012-09-24,0.12,81,89,71
GHM00065432,"WENCHI, GH",2012-09-25,0,79,,72
GHM00065432,"WENCHI, GH",2012-09-26,0,77,,72
GHM00065432,"WENCHI, GH",2012-09-27,,82,,
GHM00065432,"WENCHI, GH",2012-09-28,,79,87,
GHM00065432,"WENCHI, GH",2012-09-29,0,80,,72
GHM00065432,"WENCHI, GH",2012-10-02,0.55,80,88,73
GHM00065432,"WENCHI, GH",2012-10-03,0.75,78,87,72
GHM00065432,"WENCHI, GH",2012-10-04,0.24,78,84,71
GHM00065432,"WENCHI, GH",2012-10-05,0.67,78,,
GHM00065432,"WENCHI, GH",2012-10-06,0,79,,71
GHM00065432,"WENCHI, GH",2012-10-07,0,79,,71
GHM00065432,"WENCHI, GH",2012-10-08,,77,,72
GHM00065432,"WENCHI, GH",2012-10-09,,78,85,
GHM00065432,"WENCHI, GH",2012-10-10,0.83,76,,69
GHM00065432,"WENCHI, GH",2012-10-11,0.24,78,87,71
GHM00065432,"WENCHI, GH",2012-10-12,0,81,,73
GHM00065432,"WENCHI, GH",2012-10-13,0,80,90,73
GHM00065432,"WENCHI, GH",2012-10-15,0.24,77,,72
GHM00065432,"WENCHI, GH",2012-10-16,0,77,84,70
GHM00065432,"WENCHI, GH",2012-10-17,,80,,72
GHM00065432,"WENCHI, GH",2012-10-18,0.43,78,,70
GHM00065432,"WENCHI, GH",2012-10-19,7.24,78,,73
GHM00065432,"WENCHI, GH",2012-10-20,0,79,,70
GHM00065432,"WENCHI, GH",2012-11-08,,82,89,
GHM00065432,"WENCHI, GH",2012-11-13,,79,,72
GHM00065432,"WENCHI, GH",2012-11-17,,82,89,
GHM00065432,"WENCHI, GH",2012-11-18,,80,,73
GHM00065432,"WENCHI, GH",2012-11-19,,79,,74
GHM00065432,"WENCHI, GH",2012-11-21,,86,90,
GHM00065432,"WENCHI, GH",2012-11-22,,82,,72
GHM00065432,"WENCHI, GH",2012-11-23,0.63,78,,71
GHM00065432,"WENCHI, GH",2012-12-03,,80,,
GHM00065432,"WENCHI, GH",2012-12-05,,77,,
GHM00065432,"WENCHI, GH",2012-12-06,,82,89,
GHM00065432,"WENCHI, GH",2012-12-07,,87,91,
GHM00065432,"WENCHI, GH",2012-12-08,,78,,
GHM00065432,"WENCHI, GH",2012-12-11,,84,91,
GHM00065432,"WENCHI, GH",2012-12-15,,87,91,
GHM00065432,"WENCHI, GH",2012-12-16,,82,90,
GHM00065432,"WENCHI, GH",2012-12-17,,79,,
GHM00065432,"WENCHI, GH",2012-12-19,,77,85,68
GHM00065432,"WENCHI, GH",2012-12-20,,79,89,69
GHM00065432,"WENCHI, GH",2012-12-22,,81,,
GHM00065432,"WENCHI, GH",2012-12-23,,82,,67
GHM00065432,"WENCHI, GH",2012-12-24,,79,91,
GHM00065432,"WENCHI, GH",2012-12-28,,79,,
GHM00065432,"WENCHI, GH",2013-01-02,,80,90,67
GHM00065432,"WENCHI, GH",2013-01-03,,74,,70
GHM00065432,"WENCHI, GH",2013-01-06,,82,90,
GHM00065432,"WENCHI, GH",2013-01-09,,82,93,
GHM00065432,"WENCHI, GH",2013-01-10,,83,93,
GHM00065432,"WENCHI, GH",2013-01-12,,83,92,
GHM00065432,"WENCHI, GH",2013-01-13,,81,,71
GHM00065432,"WENCHI, GH",2013-01-14,,76,,
GHM00065432,"WENCHI, GH",2013-01-17,,86,,
GHM00065432,"WENCHI, GH",2013-01-18,,83,,
GHM00065432,"WENCHI, GH",2013-01-22,,83,,71
GHM00065432,"WENCHI, GH",2013-01-26,,87,95,
GHM00065432,"WENCHI, GH",2013-01-27,,82,,71
GHM00065432,"WENCHI, GH",2013-01-30,,83,,72
GHM00065432,"WENCHI, GH",2013-01-31,,87,96,
GHM00065432,"WENCHI, GH",2013-02-01,,82,91,68
GHM00065432,"WENCHI, GH",2013-02-06,,87,97,
GHM00065432,"WENCHI, GH",2013-02-07,,83,,73
GHM00065432,"WENCHI, GH",2013-02-11,,85,,
GHM00065432,"WENCHI, GH",2013-02-12,,82,,71
